Friederike;Hess;f;Freienbach;22;98946;
Cassandra;Heine;f;Siders;25;44885;
Ceyda;Bernhardt;f;Herisau;25;86620;
Annemarie;Krauß;f;Liestal;64;54908;
Stefanie;Janßen;f;Meilen;68;42484;
Alara;Heinemann;f;Altstätten;55;44326;
Jamila;Feldmann;f;Hinwil;25;98645;
Eleonora;Völker;f;Chur;21;40380;
Abigail;Forster;f;Riehen;21;42393;
Lavin;Eberhardt;f;Horgen;57;78158;
Leevke;Schaller;f;Horw;31;40864;
Matilda;Schnell;f;Mendrisio;27;99458;
Viktoria;Siegel;f;Davos;70;51117;
Yasmin;Hinrichs;f;Ittigen;70;72094;
Karlotta;Junker;f;Pfäffikon;38;62853;
Annabelle;Prinz;f;Männedorf;65;45444;
Nathalie;Endres;f;Neuenburg;21;96992;
Madleen;Sattler;f;Wettingen;69;64253;
Maryam;Reichelt;f;Carouge;70;98168;
Catrin;Bernhard;f;Bülach;69;46478;
Oskar;Fritzsche;m;Wohlen;23;43992;
Mats;Rademacher;m;Thônex;57;41578;
Adrian;Ehrhardt;m;Richterswil;64;40546;
Marlon;Augustin;m;Rüti;44;98362;
Samuel;Hellmann;m;Münchenstein;58;50182;
Nils;Hildebrand;m;Delsberg;66;99194;
Joshua;Heilmann;m;Männedorf;21;93851;
Dominic;Hellwig;m;Oberwil;28;99235;
Benedikt;Hertel;m;Le;33;96338;
Damian;Reinhard;m;Zürich;23;82741;
Bennet;Borchert;m;Köniz;24;55795;
Lasse;Schroeder;m;Lancy;38;50115;
Oliver;Schwarze;m;Kriens;28;94688;
Pascal;Nitschke;m;Monthey;21;87655;
Clemens;Lehnert;m;Siders;21;55904;
Lio;Baumgärtner;m;Cham;66;94769;
Bela;Burmeister;m;Stäfa;36;41476;
Friedrich;David;m;Horw;24;41232;
Benno;Mühlbauer;m;Mendrisio;67;58130;
Korbinian;Tietz;m;Oberwil;30;98380;
Alessandro;Helm;m;Weinfelden;53;98268;
Stefan;Fritsche;m;Carouge;26;80996;
Jerome;Scheller;m;Horgen;35;92599;
Andre;Wieczorek;m;Wil;44;98559;
Emin;Lauterbach;m;Pully;22;40490;
Mio;Heidenreich;m;Steffisburg;64;42238;
Albert;Volkmann;m;Pratteln;61;80512;
Emre;Baumgarten;m;Binningen;30;90197;
Leonidas;Schaub;m;Schwyz;66;65638;
Giuliano;Sachse;m;Muri;63;92199;
Umut;Hillebrand;m;Brig-Glis;67;80375;
Arvid;Grünewald;m;Zollikon;21;98209;
Darius;Kowalski;m;Rüti;43;60928;
Dustin;Thiemann;m;Rheinfelden;21;99468;
Quentin;Bormann;m;Pfäffikon;69;60535;
Ramon;Stratmann;m;Neuenburg;21;40510;
Taylan;Spengler;m;Uster;30;42687;
Joost;Grabowski;m;Meyrin;69;64396;
Alexandros;Roth;m;Prilly;64;97963;
Quirin;Albrecht;m;Arth;35;77221;
Aurel;Schreiber;m;Basel;57;88800;
Niclas;Pfeiffer;m;Sitten;69;63720;
Raphael;Lindner;m;Zug;46;92355;
Konstantin;Kern;m;Meyrin;21;83231;
Muhammad;Riedel;m;Kreuzlingen;21;86441;
Klaas;Reinhardt;m;Locarno;37;45211;
Thiago;Fröhlich;m;Wallisellen;21;44204;
Sophie;Richter;f;Chur;21;40725;
Mathilda;Huber;f;Wettingen;70;82338;
Selina;Ziegler;f;Liestal;39;40744;
Maila;Dietrich;f;Versoix;70;45871;
Fabienne;Engel;f;Muri;21;90116;
Aylin;Bergmann;f;Glarus;21;50673;
Elina;Pfeiffer;f;Küssnacht;21;51915;
Aaliyah;Jansen;f;Worb;21;95822;
Diana;Kaufmann;f;Chêne-Bougeries;57;40730;
Carolina;Haase;f;Birsfelden;69;94827;
Michelle;Kruse;f;Aesch;59;49067;
Tabea;Schumann;f;Möhlin;30;46599;
Celine;Fiedler;f;Veyrier;23;40715;
Marleen;Michel;f;Lausanne;49;41359;
Emmi;Reinhardt;f;Sitten;21;89972;
Larissa;Gruber;f;Kriens;70;40710;
Natalie;Herzog;f;Wetzikon;27;40760;
Giulia;Rudolph;f;Riehen;70;61354;
Liliana;Bender;f;Bulle;63;44948;
Medina;Steiner;f;Baden;23;45168;
Dilara;Schultz;f;Adliswil;63;63332;
Estelle;Ulrich;f;Monthey;70;45864;
Maira;Reichert;f;Schlieren;70;99021;
Tamina;Naumann;f;Ostermundigen;66;42534;
Melanie;Körner;f;Locarno;35;50979;
Alena;Schlüter;f;Langenthal;32;54353;
Madita;Reimann;f;Horw;38;76388;
Marlena;Hirsch;f;Uzwil;34;56247;
Janne;Schiller;f;Muri;27;73724;
Melinda;Menzel;f;Glarus;49;46137;
Freya;Gebhardt;f;Spreitenbach;58;72101;
Lilian;Siebert;f;Val-de-Travers;47;64513;
Adriana;Ahrens;f;Neuenburg;21;45887;
Miray;Fuhrmann;f;Emmen;49;69018;
Malea;Dittrich;f;Kloten;64;50848;
Marieke;Albert;f;Wil;21;97283;
Shania;Fritsch;f;Pully;67;59484;
Malou;Schrader;f;Monthey;45;44561;
Bianca;Martens;f;Martigny;63;44505;
Inga;Fleischer;f;Villars-sur-Glâne;23;60963;
Salome;Kessler;f;Le;34;99591;
Alessa;Meister;f;Veyrier;21;43210;
Christin;Stock;f;Zürich;61;57119;
Natalia;Jacobs;f;Winterthur;23;41218;
Davina;Schütte;f;Thun;26;66684;
Gloria;Sonntag;f;Neuenburg;21;98715;
Katrin;Bittner;f;Lancy;33;92439;
Leonora;Keßler;f;Yverdon-les-Bains;36;91386;
Joanna;Hartwig;f;Allschwil;48;50798;
Melike;Lechner;f;Reinach;51;80604;
Amanda;Pietsch;f;Gossau;64;89025;
Sarina;Gabriel;f;Herisau;70;42487;
Yasmina;Singer;f;Cham;41;80910;
Fina;Scheffler;f;Arbon;30;70068;
Mareike;Hempel;f;Versoix;35;98906;
Stine;Springer;f;Meilen;69;99519;
Alicja;Michels;f;Richterswil;48;97850;
Anneke;Barthel;f;Oftringen;21;66781;
Klara;Wichmann;f;Delsberg;70;88359;
Joelina;Koller;f;Birsfelden;65;47436;
Aliya;Drescher;f;Le;22;52930;
Lenya;Schirmer;f;Veyrier;69;55950;
Vivienne;Faber;f;Zürich;28;42405;
Layla;Hausmann;f;Biel/Bienne;35;44220;
Nahla;Gerhardt;f;Köniz;21;87583;
Jessica;Eberle;f;Sitten;67;87054;
Maylin;Sievers;f;Wetzikon;22;63799;
Josephin;Faust;f;Baar;21;40641;
Mayleen;Cordes;f;Kloten;36;66059;
Kristin;Harder;f;Onex;22;85381;
Philipp;Melzer;m;Herisau;21;93099;
Erik;Schlosser;m;Stäfa;40;48649;
Liam;Horstmann;m;Uzwil;21;96797;
Till;Steinmetz;m;Küssnacht;27;44570;
Carl;Heinrichs;m;Prilly;55;41583;
Lennox;Heimann;m;Worb;21;99592;
Mattis;Nitsche;m;Davos;42;99473;
Leonard;Vogler;m;Affoltern;70;80490;
Justus;Hornung;m;Möhlin;29;98338;
Jamie;Sperling;m;Bern;61;43434;
Lian;Teichmann;m;Winterthur;21;79844;
Emir;Schweiger;m;Dietikon;22;89856;
Leopold;Engler;m;Wetzikon;25;98991;
Matti;Kaminski;m;Wädenswil;25;65313;
Jannes;Liedtke;m;Renens;64;44783;
Tristan;Wessel;m;Kreuzlingen;60;40878;
Nicolas;Starke;m;Bellinzona;61;96602;
Matthias;Korte;m;Muttenz;22;98910;
Nikita;Bischof;m;Grenchen;26;96721;
Lionel;Seemann;m;Illnau-Effretikon;67;41373;
Maik;Kirschner;m;Wohlen;22;49152;
Konrad;Kastner;m;Wallisellen;70;44146;
Julien;Seibert;m;Thônex;38;87738;
Berat;Diekmann;m;Muri;55;74770;
Laurin;Buchner;m;Ebikon;68;63127;
Henning;Kugler;m;Arth;42;54211;
Amir;Ostermann;m;Zürich;21;63938;
Charlie;Jacobi;m;Lausanne;66;40892;
Joris;Spindler;m;Thun;69;48277;
Christoph;Kock;m;Chur;33;67494;
Hamza;Berthold;m;Dietikon;50;94942;
Bjarne;Bastian;m;Wädenswil;23;97092;
Sascha;Weinert;m;Kreuzlingen;30;54925;
Steven;Hanisch;m;Thalwil;65;41066;
Etienne;Merten;m;Schlieren;68;56434;
Armin;Niemeyer;m;Illnau-Effretikon;26;62194;
Kerem;Heidrich;m;Ostermundigen;68;75104;
Marian;Böttger;m;Langenthal;37;99084;
Anthony;Knauer;m;Cham;60;79775;
Mattes;Ebeling;m;Küssnacht;69;57161;
Vince;Hölscher;m;Ebikon;70;99043;
Milian;Ehrlich;m;Altstätten;70;76138;
Samir;Fichtner;m;Weinfelden;21;60747;
Jannek;Mangold;m;Aesch;70;48313;
Tjark;Reinecke;m;Basel;69;96609;
Iven;Johannsen;m;Bern;48;41824;
Rocco;Emmerich;m;Lugano;64;59154;
Sandro;Wallner;m;Vernier;64;58569;
Francesco;Merk;m;Lancy;29;80615;
Gianluca;Rogge;m;Wetzikon;23;59505;
Eray;Petermann;m;Aarau;70;40929;
Hauke;Buchmann;m;Bulle;21;64041;
Keno;Habermann;m;Bellinzona;24;98958;
Milow;Schreier;m;Thalwil;51;72750;
Talha;Hoffmann;m;Illnau-Effretikon;50;97404;
Tizian;Schäfer;m;Opfikon;68;98377;
Dorian;Neumann;m;Locarno;28;99484;
Levent;Schmitz;m;Liestal;65;88206;
Yigit;Herrmann;m;Meilen;65;71919;
Batuhan;Köhler;m;Spiez;29;98217;
Severin;Keller;m;Delsberg;38;95984;
Hüseyin;Lorenz;m;Bassersdorf;44;97053;
Salvatore;Pohl;m;Köniz;68;61471;
Lucas;Bergmann;m;Vernier;38;98361;
Lennart;Kramer;m;Dübendorf;69;92672;
Nikolas;Zimmer;m;Onex;21;60343;
Domenik;Reuter;m;Burgdorf;27;57573;
Thorben;Sander;m;Pratteln;48;68120;
Hasan;Böttcher;m;Morges;47;80058;
Sofia;Fischer;f;Lausanne;31;90227;
Emilia;Wagner;f;Luzern;48;90790;
Emily;Schäfer;f;Köniz;47;70850;
Laura;Neumann;f;Sitten;21;64592;
Clara;Schmitt;f;Kriens;50;78178;
Leni;Hartmann;f;Rapperswil-Jona;22;54979;
Greta;Lehmann;f;Wädenswil;66;95419;
Frieda;Köhler;f;Kreuzlingen;30;40395;
Victoria;Weiß;f;Vevey;59;43584;
Helena;Möller;f;Gossau;32;72985;
Isabella;Hahn;f;Onex;26;74740;
Mara;Schubert;f;Bellinzona;24;77213;
Annika;Lorenz;f;Schlieren;36;63300;
Fiona;Baumann;f;Martigny;33;81555;
Luna;Albrecht;f;Siders;31;43710;
Carlotta;Haas;f;Schwyz;34;46283;
Romy;Heinrich;f;Stäfa;52;94154;
Alissa;Kramer;f;Delsberg;38;91225;
Luana;Hermann;f;Affoltern;55;95262;
Vivien;Hansen;f;Spreitenbach;70;42870;
Leticia;Thiel;f;Zürich;21;62489;
Liana;Walther;f;Thun;23;99481;
Alicia;Sander;f;Vernier;33;87321;
Noemi;Schramm;f;Rapperswil-Jona;22;99164;
Amelia;Maurer;f;Meyrin;22;65330;
Xenia;Scherer;f;Vevey;23;91503;
Jessika;Moser;f;Bellinzona;42;49814;
Cataleya;Fink;f;Muttenz;21;98634;
Naila;Ullrich;f;Thalwil;28;57607;
Alexa;Löffler;f;Olten;70;90856;
Joline;Breuer;f;Solothurn;67;40961;
Elise;Gerlach;f;Grenchen;68;72779;
Esma;Schröter;f;Schwyz;70;81509;
Leandra;Krebs;f;Einsiedeln;22;73204;
Ylvi;Wittmann;f;Thônex;22;41260;
Josefin;Weiss;f;Affoltern;31;41012;
Felina;Fricke;f;Oberwil;40;42053;
Mathea;Nickel;f;Brugg;67;97180;
Eda;Schreiner;f;Veyrier;67;61316;
Kate;Brückner;f;Basel;21;51197;
Lilith;Decker;f;Lausanne;33;94464;
Edda;Schlegel;f;Freiburg;60;44265;
Jolien;Kremer;f;Chur;26;53430;
Ilayda;Pieper;f;Sitten;70;79188;
Ellen;Krieger;f;Montreux;61;42329;
Liara;Mertens;f;Meyrin;28;97226;
Juliana;Esser;f;Wädenswil;28;42729;
Juliane;Hanke;f;Wettingen;24;87372;
Smilla;Miller;f;Renens;40;86083;
Adelina;Bader;f;Gossau;31;99039;
Melisa;Kröger;f;Volketswil;21;53416;
Philine;Harms;f;Thalwil;60;59346;
Cora;Großmann;f;Regensdorf;22;99077;
Giuliana;Mayr;f;Illnau-Effretikon;65;97918;
Melody;Reiter;f;Wohlen;65;74664;
Ellie;Niemann;f;Versoix;27;68329;
Sidney;Wetzel;f;Gland;22;40847;
Marisa;Jordan;f;Affoltern;22;46537;
Zümra;Hohmann;f;Männedorf;49;99573;
Beyza;Geißler;f;Oberwil;21;50216;
Henrieke;Raab;f;Weinfelden;21;98876;
Mirja;Neubert;f;Belp;21;87486;
Evelina;Römer;f;Genf;36;58308;
Kiana;Altmann;f;Lausanne;70;98253;
Line;Behrendt;f;Bern;32;41219;
Judith;Bühler;f;Vernier;64;59593;
Julika;Gerber;f;Uster;48;96727;
Käthe;Kellner;f;Sitten;21;49472;
Lisbeth;Hagen;f;Zug;31;40983;
Ariana;Scharf;f;Carouge;48;42363;
Ariane;Brandl;f;Onex;44;43429;
Emina;Bertram;f;Bellinzona;55;49388;
Feline;Ehlers;f;Muttenz;22;99236;
Clarissa;Dorn;f;Opfikon;22;40401;
Serafina;Auer;f;Locarno;66;80572;
Anita;Schütze;f;Wohlen;56;55019;
Sophia;Kohler;f;Amriswil;21;93657;
Emilie;Radtke;f;Ebikon;42;97303;
Neele;Gebauer;f;Lyss;34;63369;
Eileen;Rother;f;Hinwil;70;81760;
Elly;Schnabel;f;Lausanne;24;99462;
Karolina;Dürr;f;Winterthur;43;70860;
Letizia;Kranz;f;Luzern;26;80275;
Marlen;Kasper;f;Lugano;67;47689;
Karina;Eggert;f;Emmen;63;40764;
Joeline;Finke;f;Zug;68;76727;
Thalia;Wehner;f;Riehen;65;42177;
Mattea;Kilian;f;Wädenswil;33;92686;
Thalea;Bremer;f;Aarau;21;52711;
Josefina;Maaß;f;Vevey;68;82027;
Luzie;Ullmann;f;Volketswil;43;44708;
Luca;Biermann;m;Pully;69;84498;
Finn;Schaefer;m;Adliswil;21;91275;
Moritz;Eggers;m;Steffisburg;25;76768;
Niklas;Sieber;m;Pratteln;50;85994;
Fabian;Helbig;m;Schwyz;70;98685;
Jannik;Rudolf;m;Horw;36;40558;
Hannes;Dreher;m;Meilen;67;46356;
Vincent;Junge;m;Brig-Glis;22;40725;
Mohammed;Huth;m;Weinfelden;70;40926;
Robin;Strauch;m;Birsfelden;58;89062;
Jayden;Böhmer;m;Aesch;70;42511;
Bastian;Mader;m;Uster;43;41255;
Theodor;Schuh;m;Wettingen;70;92193;
Marcel;Eisele;m;Allschwil;23;80327;
Diego;Ulbrich;m;Kloten;70;81311;
Michel;Scheer;m;Bülach;31;95808;
Ilias;Wagener;m;Volketswil;31;98661;
Finnley;Grote;m;Regensdorf;63;93240;
Emilian;Lohse;m;Locarno;24;49453;
Thomas;Wendel;m;Einsiedeln;67;76116;
Marius;Daniel;m;Arbon;25;90134;
Hendrik;Menke;m;Liestal;48;68045;
Andreas;Klatt;m;Spiez;70;40502;
Taylor;Wörner;m;Brig-Glis;27;41006;
Kevin;Wolters;m;Richterswil;25;41825;
Alessio;Fürst;m;Oftringen;68;95996;
Patrick;Wilde;m;Küssnacht;22;42541;
Justin;Heider;m;Rüti;70;46244;
Carlo;Schwabe;m;Lyss;68;88719;
Devin;Schauer;m;Prilly;69;82727;
Ryan;Baumgart;m;Spreitenbach;34;47079;
Carlos;Schell;m;Chêne-Bougeries;24;52541;
Jonte;Brüning;m;Brugg;53;63185;
Antonio;Heyer;m;Le;40;41513;
Brian;Steinke;m;Veyrier;65;47319;
Thilo;Häusler;m;Basel;68;98473;
Damien;Heuser;m;Bern;21;49942;
Darian;Hermes;m;Schaffhausen;33;40490;
Josef;Kreuzer;m;Freiburg;21;87782;
Mick;Hagedorn;m;Sitten;26;73066;
Kjell;Weiland;m;Emmen;32;98606;
Torben;Jakobs;m;Baar;58;54268;
Leonas;Mahler;m;Reinach;69;96158;
Tino;Schwartz;m;Gossau;70;42367;
William;Thies;m;Onex;62;47441;
Lean;Gehrmann;m;Olten;68;90121;
Timon;Gehring;m;Grenchen;56;40432;
Wilhelm;Mende;m;Burgdorf;38;46391;
Ensar;Eckardt;m;Stäfa;69;80943;
Danny;Seidler;m;Versoix;21;40421;
Marten;Sailer;m;Gland;60;47065;
James;Ortmann;m;Prilly;57;80034;
Karim;Schaper;m;Münsingen;53;87070;
Alwin;Schröer;m;Männedorf;45;88293;
Yassin;Thelen;m;Hinwil;70;72618;
Sven;Rauscher;m;Biel/Bienne;69;40667;
Koray;Wächter;m;Chur;59;99461;
Davin;Metzner;m;Sitten;28;65178;
Omar;Kammerer;m;Kriens;32;99544;
Taha;Kleinert;m;Dübendorf;46;98781;
Thies;Paulsen;m;Carouge;68;40946;
Flynn;Küppers;m;Allschwil;25;82834;
Jon;Reichardt;m;Kloten;69;81597;
Santino;Ewert;m;Pully;28;67825;
Burak;Schmidt;m;Regensdorf;51;85544;
Aidan;Richter;m;Steffisburg;69;46780;
Hagen;Schwarz;m;Langenthal;69;67952;
Quinn;Hofmann;m;Morges;21;40454;
Benny;Schmitt;m;Wohlen;49;71791;
Bent;Hartmann;m;Schwyz;68;99486;
Sören;Lehmann;m;Versoix;58;98441;
Stanley;Huber;m;Uzwil;64;93675;
Rüzgar;Scholz;m;Rüti;70;82833;
Santiago;Hahn;m;Münchenstein;57;42557;
Dejan;Günther;m;Davos;21;96081;
Davide;Ludwig;m;Männedorf;24;93843;
Amon;Heinrich;m;Zürich;65;98644;
Andrej;Seidel;m;Genf;67;41397;
Bosse;Ziegler;m;Lausanne;27;97050;
Demian;Brandt;m;Bern;33;86135;
Joey;Dietrich;m;Lugano;39;52027;
Yannik;Hübner;m;Rapperswil-Jona;62;97935;
Mathis;Jansen;m;Baar;69;73607;
Collin;Wenzel;m;Wädenswil;22;62381;
Lenni;Hermann;m;Wettingen;62;40726;
Jaden;Wilhelm;m;Aarau;68;60616;
Ilyas;Förster;m;Gossau;64;47306;
Klemens;Kruse;m;Bellinzona;36;53913;
Meik;Schumann;m;Thalwil;56;44005;
Laurenz;Hoppe;m;Regensdorf;22;46232;
Charly;Schütz;m;Freienbach;38;93832;
Kurt;Petersen;m;Opfikon;45;88460;
Elijah;Gruber;m;Wohlen;21;95151;
Emma;Schmidt;f;Genf;39;43416;
Marie;Becker;f;Lugano;24;50202;
Nele;Schwarz;f;Lancy;62;48312;
Maja;Hofmann;f;Yverdon-les-Bains;70;97554;
Sarah;Krüger;f;Dübendorf;40;84740;
Lisa;Schmitz;f;Wetzikon;69;52481;
Melina;Mayer;f;Carouge;44;40619;
Zoe;Herrmann;f;Renens;70;40631;
Emely;Kaiser;f;Nyon;56;78384;
Finja;Scholz;f;Wil;58;98318;
Isabell;Jung;f;Baden;46;40431;
Elisa;Keller;f;Bülach;70;98388;
Lucy;Günther;f;Regensdorf;28;41881;
Luise;Berger;f;Adliswil;22;43911;
Merle;Winter;f;Ostermundigen;25;41430;
Carla;Ludwig;f;Steffisburg;27;41302;
Maria;Martin;f;Burgdorf;22;85337;
Melissa;Vogt;f;Locarno;21;41872;
Martha;Stein;f;Cham;25;64304;
Ronja;Sommer;f;Wohlen;44;41516;
Paulina;Kuhn;f;Küsnacht;67;92307;
Miriam;Sauer;f;Brig-Glis;23;98319;
Leila;Arnold;f;Richterswil;69;99019;
Linda;Thomas;f;Oftringen;66;41247;
Samira;Busch;f;Amriswil;34;85020;
Jolina;Voigt;f;Ebikon;21;92151;
Olivia;Franz;f;Gland;23;43163;
Lenja;Riedel;f;Münsingen;27;43562;
Carolin;Lenz;f;Arth;24;82844;
Amalia;Fritz;f;Winterthur;21;71129;
Joleen;Arndt;f;Luzern;70;78593;
Laila;Schütz;f;Biel/Bienne;64;71201;
Alessia;Berg;f;Schaffhausen;66;59498;
Nelly;Reuter;f;Neuenburg;30;90703;
Aurelia;Frey;f;Lancy;68;72644;
Lorena;Nowak;f;Wädenswil;68;95118;
Fenja;Geiger;f;Wettingen;59;86801;
Nisa;Gärtner;f;Horgen;21;98325;
Jara;Behrens;f;Reinach;60;48774;
Carina;Heinz;f;Regensdorf;54;40702;
Daria;Schwab;f;Martigny;59;85893;
Bella;Schenk;f;Pratteln;70;99112;
Leana;Binder;f;Herisau;43;82995;
Meryem;Jakob;f;Wohlen;64;99552;
Livia;Wegner;f;Stäfa;62;40593;
Selma;Heller;f;Wallisellen;46;73660;
Ashley;Unger;f;Küsnacht;23;59125;
Alea;Pfeifer;f;Amriswil;65;50619;
Amilia;Sturm;f;Küssnacht;66;41481;
Elin;Meißner;f;Rüti;64;99469;
